bounds,scenario,galaxy,points,model,family,parameter_count,chi2,chi2_reduced,aicc,delta_aicc,bic,delta_bic,condition_number,practical_rank,rank,maximum_absolute_correlation,boundary_parameters,parameters_dimensionless,delta_aicc_vs_pISO,delta_bic_vs_pISO,delta_aicc_vs_cored_log,delta_bic_vs_cored_log
primary,primary,NGC2841,50,k1_L_Q,logsvt,4,78.97575480048015,1.7168642347930467,87.86464368936903,14.360439427596603,94.62384682219273,15.905312674570652,1168842661.730351,3,4,0.9976939604270739,logQ,"{""B"": 0.35989516514971315, ""L"": 0.021278026220517613, ""Q"": 1.522997974472161e-08, ""u1"": 37.750136128543225}",6.963107606009572,10.153583876913146,12.131758988037532,15.322235258941106
primary,primary,NGC2841,50,k2,logsvt,2,71.47756555239513,1.489115949008232,75.7328847013313,2.2286804395588717,79.30161156325143,0.5830774156293472,17.667932071442053,2,2,0.40673782772719563,,"{""B"": 0.17637818176444478, ""u2"": 446.91413101508664}",-5.168651382028159,-5.168651382028159,-1.9895196601282805e-13,-1.9895196601282805e-13
primary,primary,NGC2841,50,k2_Q,logsvt,3,71.47756985695322,1.5207993586585793,77.999308987388,4.495104725615576,83.21363887323766,4.495104725615576,217044972.33066866,2,3,0.9999394290812059,logQ,"{""B"": 0.17637818343276823, ""Q"": 1.5229979750569683e-08, ""u2"": 446.9141073361334}",-2.9022270959714547,-1.2566240720419302,2.2664242860565054,3.91202730998603
primary,primary,NGC2841,50,k2_L,logsvt,3,66.98246513133765,1.425158832581652,73.50420426177243,0.0,78.71853414762208,0.0,35.18255721301888,3,3,0.9550145914748602,,"{""B"": 0.16729127098513868, ""L"": 0.0575673572307008, ""u2"": 562.6813868361062}",-7.397331821587031,-5.751728797657506,-2.2286804395590707,-0.5830774156295462
primary,primary,NGC2841,50,k2_L_Q,logsvt,4,66.98246664374591,1.4561405792118676,75.8713555326348,2.367151270862365,82.6305586654585,3.9120245178364144,990788652.1395625,3,4,0.9944017088637792,logQ,"{""B"": 0.16729126927268814, ""L"": 0.057567378867716464, ""Q"": 1.5229979745816535e-08, ""u2"": 562.6814046837003}",-5.0301805507246655,-1.8397042798210919,0.13847083130329452,3.328947102206868
primary,primary,NGC2841,50,k12,logsvt,3,71.47756555303211,1.5207992670857895,77.99930468346689,4.49510042169446,83.21363456931654,4.49510042169446,2325232534.6844177,2,3,0.9999983482836553,logu1,"{""B"": 0.1763781817951133, ""u1"": 1.5229979744998046e-08, ""u2"": 446.91412845384457}",-2.902231399892571,-1.2566283759630466,2.266419982135389,3.9120230060649135
primary,primary,NGC2841,50,k12_Q,logsvt,4,71.47756985759011,1.5538602142954372,80.366458746479,6.862254484706568,87.1256618793027,8.407127731680617,7432204290.726999,2,4,0.9999964090678949,logu1;logQ,"{""B"": 0.17637818343288747, ""Q"": 1.5229979744713063e-08, ""u1"": 1.5229979745134184e-08, ""u2"": 446.91410748938614}",-0.5350773368804624,2.6553989340231112,4.633574045147498,7.824050316051071
primary,primary,NGC2841,50,k12_L,logsvt,4,66.98246521206497,1.456140548088369,75.87135410095385,2.3671498391814225,82.63055723377755,3.9120230861554717,1329375924.9567478,3,4,0.9550145926272857,,"{""B"": 0.16729127115733627, ""L"": 0.05756735686940947, ""u1"": 2.0361829570464044e-07, ""u2"": 562.6813809957873}",-5.030181982405608,-1.8397057115020345,0.13846939962235183,3.3289456705259255
primary,primary,NGC2841,50,k12_L_Q,logsvt,5,66.98246664978403,1.4884992588840895,78.34610301342039,4.84189875164796,86.54258167692475,7.824047529302675,5948733100.4835005,3,5,0.9999804775176638,logu1;logQ,"{""B"": 0.16729127000138586, ""L"": 0.0575673740913055, ""Q"": 1.522998006363869e-08, ""u1"": 1.5230096152509432e-08, ""u2"": 562.6813932688259}",-2.5554330699390704,2.0723187316451686,2.6132183120888897,7.240970113673129
primary,primary,NGC2841,50,C,logsvt,1,184.56652469665153,3.7666637693194187,186.64985802998487,113.14565376821244,188.47854770207968,109.7600135544576,1.0,1,1,0.0,,"{""C"": 0.6824209824046088}",105.74832194662541,104.0082847568001,110.91697332865337,109.17693613882805
primary,primary,NGC2841,50,C_Q,logsvt,2,184.5665380467328,3.8451362093069332,188.82185719566897,115.31765293389654,192.39058405758908,113.672049909967,175818056.4015646,1,2,1.0,logQ,"{""C"": 0.6824209876466931, ""Q"": 1.5229979744724858e-08}",107.92032111230951,107.9203211123095,113.08897249433747,113.08897249433745
primary,primary,NGC2841,50,C_L,logsvt,2,109.35390551357,2.2782063648660418,113.60922466250616,40.105020400733736,117.17795152442629,38.45941737680421,4.556870920945319,2,2,0.9081096018470576,,"{""C"": 0.5908369281431709, ""L"": 0.168165967642043}",32.707688579146705,32.707688579146705,37.876339961174665,37.876339961174665
primary,primary,NGC2841,50,C_L_Q,logsvt,3,108.87805755365618,2.316554416035238,115.39979668409096,41.89559242231853,120.61412656994061,41.89559242231853,245.51421153681886,3,3,0.9682277250598984,,"{""C"": 0.5812475367896507, ""L"": 0.21999843696601037, ""Q"": 0.05215667181474029}",34.4982606007315,36.14386362466102,39.66691198275946,41.31251500668898
primary,primary,NGC2841,50,C_k1,logsvt,3,79.32104539047506,1.6876818168186183,85.84278452090985,12.338580259137416,91.0571144067595,12.338580259137416,1141206676.613822,2,3,0.9991352363473124,logC,"{""B"": 0.3685725182936366, ""C"": 1.522997974472107e-08, ""u1"": 34.15367092873973}",4.941248437550385,6.58685146147991,10.109899819578345,11.75550284350787
primary,primary,NGC2841,50,C_k1_Q,logsvt,4,79.32104747385445,1.7243705972577055,88.20993636274333,14.705732100970906,94.96913949556703,16.250605347944955,1182402679.4020422,2,4,0.999943015710693,logC;logQ,"{""B"": 0.3685725234734035, ""C"": 1.5229979749233006e-08, ""Q"": 1.522997974515707e-08, ""u1"": 34.15366808194819}",7.308400279383875,10.498876550287449,12.477051661411835,15.667527932315409
primary,primary,NGC2841,50,C_k1_L,logsvt,4,78.97575348944441,1.7168642062922699,87.8646423783333,14.360438116560871,94.623845511157,15.90531136353492,1421683898.3482244,3,4,0.9989518408278283,logC,"{""B"": 0.35989516102862823, ""C"": 1.5229979744712682e-08, ""L"": 0.02127800777507413, ""u1"": 37.750133542735135}",6.963106294973841,10.153582565877414,12.1317576770018,15.322233947905374
primary,primary,NGC2841,50,C_k1_L_Q,logsvt,5,78.97575492204243,1.7550167760453872,90.33939128567879,16.835187023906357,98.53586994918315,19.81733580156107,1631457023.434797,3,5,0.9987407545997606,logC;logQ,"{""B"": 0.3598951562148771, ""C"": 1.5229979774200437e-08, ""L"": 0.02127803026117496, ""Q"": 1.5229979747416395e-08, ""u1"": 37.75013544493984}",9.437855202319327,14.065607003903565,14.606506584347287,19.234258385931525
primary,primary,NGC2841,50,C_k2,logsvt,3,71.47756560610732,1.5207992682150493,77.9993047365421,4.4951004747696715,83.21363462239175,4.4951004747696715,964258255.6088622,2,3,0.9990590113745492,logC,"{""B"": 0.17637817805289513, ""C"": 1.523002165394047e-08, ""u2"": 446.91410874807843}",-2.9022313468173593,-1.2566283228878348,2.2664200352106008,3.9120230591401253
primary,primary,NGC2841,50,C_k2_Q,logsvt,4,71.47756991671672,1.5538602155807981,80.3664588056056,6.862254543833174,87.1256619384293,8.407127790807223,1009065437.2513602,2,4,0.9999408529398697,logQ,"{""B"": 0.17637817941231232, ""C"": 1.5869724876754765e-08, ""Q"": 1.5243408126991782e-08, ""u2"": 446.9140964713355}",-0.5350772777538566,2.655398993149717,4.633574104274103,7.824050375177677
primary,primary,NGC2841,50,C_k2_L,logsvt,4,66.98246521661672,1.45614054818732,75.8713541055056,2.3671498437331735,82.6305572383293,3.9120230907072227,1316859207.251956,3,4,0.9975886504405104,logC,"{""B"": 0.16729126638964026, ""C"": 1.522998226067848e-08, ""L"": 0.05756736208883708, ""u2"": 562.6813869141595}",-5.030181977853857,-1.8397057069502836,0.1384694041741028,3.3289456750776765
primary,primary,NGC2841,50,C_k2_L_Q,logsvt,5,66.98246672902503,1.4884992606450007,78.3461030926614,4.841898830888965,86.54258175616576,7.82404760854368,1687030382.497472,3,5,0.9973996040751187,logC;logQ,"{""B"": 0.16729126577382616, ""C"": 1.5229989988680925e-08, ""L"": 0.057567376572133844, ""Q"": 1.5229980169272886e-08, ""u2"": 562.6813869555691}",-2.5554329906980655,2.0723188108861734,2.6132183913298945,7.2409701929141335
primary,primary,NGC2841,50,C_k12,logsvt,4,71.47756560678245,1.553860121886575,80.36645449567133,6.862250233898905,87.12565762849503,8.407123480872954,1731428260.9050252,2,4,0.9993254463007417,logC;logu1,"{""B"": 0.17637817801923197, ""C"": 1.524040166232734e-08, ""u1"": 1.526859857681597e-08, ""u2"": 446.91411328866343}",-0.5350815876881256,2.655394683215448,4.633569794339834,7.824046065243408
primary,primary,NGC2841,50,C_k12_Q,logsvt,5,71.47756997344689,1.5883904438543754,82.84120633708325,9.33700207531082,91.03768500058762,12.319150852965535,1181323595.3498974,2,5,0.9999943680443699,,"{""B"": 0.17637817779333223, ""C"": 2.3754828750181713e-08, ""Q"": 1.5284298962994582e-08, ""u1"": 4.153481473591933e-07, ""u2"": 446.9140802842087}",1.93967025372379,6.567422055308029,7.10832163575175,11.736073437335989
primary,primary,NGC2841,50,C_k12_L,logsvt,5,66.98246522265545,1.4884992271701212,78.34610158629181,4.84189732451938,86.54258024979617,7.824046102174094,3820784020.19125,3,5,0.9970908378397064,logC;logu1,"{""B"": 0.16729126744104095, ""C"": 1.523011316833836e-08, ""L"": 0.05756735577061081, ""u1"": 1.5229980301073598e-08, ""u2"": 562.6813638016599}",-2.555434497067651,2.072317304516588,2.613216884960309,7.240968686544548
primary,primary,NGC2841,50,C_k12_L_Q,logsvt,6,66.98246686821878,1.5223287924595177,80.9359552403118,7.43175097853937,90.45460490078766,11.736070753165578,1982379373.1010435,3,6,0.9990448227416621,,"{""B"": 0.16729126333259167, ""C"": 2.377999315311671e-08, ""L"": 0.057567378864551114, ""Q"": 1.5729340740795164e-08, ""u1"": 1.0525630530107666e-07, ""u2"": 562.6813883668231}",0.03441915695233888,5.9843419555080715,5.203070538980299,11.152993337536032
primary,primary,NGC2841,50,cored_log,cored_log,2,71.47756555239533,1.4891159490082362,75.7328847013315,2.2286804395590707,79.30161156325163,0.5830774156295462,8.851079267058392,2,2,0.4067378224442281,,"{""H"": 0.7055127271310322, ""Rc"": 0.04730292098962242}",-5.16865138202796,-5.16865138202796,0.0,0.0
primary,primary,NGC2841,50,pISO,piso,2,76.6462169344233,1.5967961861338187,80.90153608335946,7.397331821587031,84.47026294527959,5.751728797657506,14.806763820330245,2,2,0.6984663376679012,,"{""H"": 0.7327382146233098, ""Rc"": 0.01578017344546228}",0.0,0.0,5.16865138202796,5.16865138202796
primary,primary,NGC2841,50,NFW,nfw,2,160.33037749443852,3.3402161978008027,164.5856966433747,91.08149238160226,168.1544235052948,89.43588935767272,8.485540282626978,2,2,0.8790270599255248,,"{""V200"": 0.5885090837107475, ""c"": 21.155664877377852}",83.68416056001523,83.68416056001521,88.85281194204319,88.85281194204318
primary,primary,NGC2903,34,baryons,logsvt,0,25037.446570100597,736.3954873559,25037.446570100597,24748.229540778255,25037.446570100597,24744.450459204407,,0,0,,,{},24667.51800464275,24664.85238036771,24711.17846605178,24708.51284177674
primary,primary,NGC2903,34,Q,logsvt,1,25037.44706667841,758.7105171720731,25039.57206667841,24750.35503735607,25040.973427203025,24747.977316306835,1.0,1,1,0.0,logQ,"{""Q"": 1.522997975551189e-08}",24669.643501220562,24668.379237470137,24713.303962629594,24712.03969887917
primary,primary,NGC2903,34,L,logsvt,1,1331.102536935429,40.336440513194816,1333.227536935429,1044.0105076130867,1334.6288974600452,1041.6327865638543,1.0,1,1,0.0,,"{""L"": 1.127928623341407}",963.2989714775804,962.0347077271579,1006.9594328866106,1005.695169136188
primary,primary,NGC2903,34,L_Q,logsvt,2,386.1113401733411,12.065979380416909,390.4984369475346,101.28140762519229,393.1640612225734,100.1679503263826,5.644057781258799,2,2,0.9348942810388919,,"{""L"": 1.8157933582479997, ""Q"": 1.2110924910521745}",20.569871489686022,20.569871489686022,64.2303328987162,64.2303328987162
primary,primary,NGC2903,34,k1,logsvt,2,483.70433149306217,15.115760359158193,488.0914282672557,198.87439894491337,490.7570525422945,197.76094164610367,13.444750521571986,2,2,0.9826765893281675,,"{""B"": 0.5466282871791442, ""u1"": 2.248338279451249}",118.1628628094071,118.1628628094071,161.82332421843728,161.82332421843728
primary,primary,NGC2903,34,k1_Q,logsvt,3,386.1113410453814,12.455204549851013,392.9113410453814,103.69431172303905,396.6904226192299,103.69431172303905,377228034.5363914,2,3,0.9999999334425703,,"{""B"": 6208.609301386965, ""Q"": 1.2108270101302887, ""u1"": 0.00014623189197028962}",22.982775587532785,24.096232886342477,66.64323699656296,67.75669429537265
primary,primary,NGC2903,34,k1_L,logsvt,3,386.4445850230471,12.465954355582165,393.24458502304714,104.0275557007048,397.0236665968956,104.0275557007048,25762565.3747083,3,3,0.9999995825489932,L,"{""B"": 4217.529406078344, ""L"": -99.99999999999997, ""u1"": 0.01207111186714149}",23.31601956519853,24.429476864008222,66.9764809742287,68.0899382730384
primary,primary,NGC2903,34,k1_L_Q,logsvt,4,386.1113406549675,12.870378021832249,395.49065099979504,106.2736216774527,400.21678275343214,107.22067185724131,378821229.9130847,2,4,0.9999965374787801,,"{""B"": 0.02849139259677481, ""L"": 1.8153809631091775, ""Q"": 1.2110895311450278, ""u1"": 0.007237290240773376}",25.56208554194643,27.62259302054474,69.22254695097661,71.28305442957492
primary,primary,NGC2903,34,k2,logsvt,2,321.8810072746224,10.05878147733195,326.2681040488159,37.05107472647359,328.9337283238547,35.937617427663895,8.983856555543715,2,2,0.9044695134880848,,"{""B"": 0.18758726585648544, ""u2"": 15.50003738697571}",-43.66046140903268,-43.66046140903268,-2.5011104298755527e-12,-2.5011104298755527e-12
primary,primary,NGC2903,34,k2_Q,logsvt,3,295.1690461291964,9.521582133199884,301.9690461291964,12.752016806854044,305.7481277030449,12.752016806854044,40.864452378234574,3,3,0.9753478466656453,,"{""B"": 0.23844263179673014, ""Q"": 0.2526159087764213, ""u2"": 9.939019179261766}",-67.95951932865222,-66.84606202984253,-24.299057919622044,-23.18560062081235
primary,primary,NGC2903,34,k2_L,logsvt,3,282.41702932234233,9.110226752333624,289.21702932234234,0.0,292.9961108961908,0.0,30.585722913646194,3,3,0.9846346653399192,,"{""B"": 0.3058328616049413, ""L"": -0.5008456151748042, ""u2"": 9.881393097593799}",-80.71153613550626,-79.59807883669657,-37.05107472647609,-35.937617427666396
primary,primary,NGC2903,34,k2_L_Q,logsvt,4,282.4170299095153,9.413900996983843,291.79634025434285,2.57931093200051,296.52247200797996,3.5263611117891287,1323357549.051064,3,4,0.9996301240365191,logQ,"{""B"": 0.30583286102112955, ""L"": -0.5008455970412203, ""Q"": 1.5229979744713278e-08, ""u2"": 9.881392975322603}",-78.13222520350575,-76.07171772490744,-34.47176379447558,-32.41125631587727
primary,primary,NGC2903,34,k12,logsvt,3,321.88100764537927,10.383258311141267,328.6810076453793,39.46397832303694,332.46008921922777,39.46397832303694,1379716830.8160393,2,3,0.9994365686191281,logu1,"{""B"": 0.1875872696596007, ""u1"": 1.5229979874613506e-08, ""u2"": 15.500036137539643}",-41.247557812469324,-40.13410051365963,2.4129035965608523,3.5263608953705443
primary,primary,NGC2903,34,k12_Q,logsvt,4,295.169046403677,9.8389682134559,304.54835674850455,15.331327426162204,309.27448850214165,16.278377605950823,686464768.6547711,3,4,0.9961564224022015,logu1,"{""B"": 0.23844264545467897, ""Q"": 0.25261595897991557, ""u1"": 1.5229979864689278e-08, ""u2"": 9.93901806687597}",-65.38020870934406,-63.31970123074575,-21.719747300313884,-19.659239821715573
primary,primary,NGC2903,34,k12_L,logsvt,4,282.41702950939305,9.413900983646435,291.7963398542206,2.5793105318782636,296.5224716078577,3.5263607116668823,1344415839.8306792,3,4,0.9950058444104607,logu1,"{""B"": 0.3058328712238218, ""L"": -0.5008456513013998, ""u1"": 1.5229979776026736e-08, ""u2"": 9.881392820559011}",-78.132225603628,-76.07171812502969,-34.471764194597824,-32.411256715999514
primary,primary,NGC2903,34,k12_L_Q,logsvt,5,282.417030096566,9.738518279191931,294.5598872394232,5.342857917080835,300.04883271964684,7.052721823456011,2161334483.9385815,3,5,0.999796806477966,logu1;logQ,"{""B"": 0.3058328674676365, ""L"": -0.5008456193600279, ""Q"": 1.5229979744738384e-08, ""u1"": 1.5229979744767385e-08, ""u2"": 9.881392760527948}",-75.36867821842543,-72.54535701324056,-31.708216809395253,-28.884895604210385
primary,primary,NGC2903,34,C,logsvt,1,1840.9909779555285,55.78760539259177,1843.1159779555285,1553.8989486331861,1844.5173384801446,1551.5212275839538,1.0,1,1,0.0,,"{""C"": 0.5130070877748247}",1473.1874124976798,1471.9231487472573,1516.84787390671,1515.5836101562875
primary,primary,NGC2903,34,C_Q,logsvt,2,1840.991014243734,57.53096919511669,1845.3781110179277,1556.1610816955854,1848.0437352929664,1555.0476243967755,153754602.45587423,1,2,1.0,logQ,"{""C"": 0.5130070914717579, ""Q"": 1.5229979744712682e-08}",1475.449545560079,1475.449545560079,1519.1100069691092,1519.1100069691092
primary,primary,NGC2903,34,C_L,logsvt,2,923.3404031981319,28.85438759994162,927.7274999723254,638.5104706499831,930.3931242473642,637.3970133511734,6.551065242249113,2,2,0.9215264269447039,,"{""C"": 0.21471777985320561, ""L"": 0.6811482552349136}",557.7989345144767,557.7989345144767,601.4593959235069,601.4593959235069
primary,primary,NGC2903,34,C_L_Q,logsvt,3,386.11135990958957,12.455205158373857,392.9113599095896,103.69433058724724,396.69044148343806,103.69433058724724,183291459.79011568,2,3,0.9856592950050245,logC,"{""C"": 1.5229979745265338e-08, ""L"": 1.815793297517642, ""Q"": 1.21109243980827}",22.982794451740972,24.096251750550664,66.64325586077115,67.75671315958084
primary,primary,NGC2903,34,C_k1,logsvt,3,483.7043488299022,15.603366091287167,490.5043488299022,201.28731950755986,494.2834304037507,201.28731950755986,307270105.4056033,2,3,0.9999989229755628,logC,"{""B"": 0.5466284103091569, ""C"": 1.5229979744753426e-08, ""u1"": 2.248337103344464}",120.57578337205359,121.68924067086328,164.23624478108377,165.34970207989346
primary,primary,NGC2903,34,C_k1_Q,logsvt,4,386.11136064900205,12.870378688300068,395.4906709938296,106.27364167148727,400.2168027474667,107.22069185127589,529464294.1148173,2,4,0.9999999435779326,logC,"{""B"": 6742.512168234434, ""C"": 1.5229979744712682e-08, ""Q"": 1.2108479764941429, ""u1"": 0.00013465257914251826}",25.562105535981004,27.622613014579315,69.22256694501118,71.28307442360949
